city,city_key,date,timestamp,lat,lon,current_speed,free_flow_speed,confidence,congestion_level,traffic_index,day_of_week,is_weekend,is_holiday,data_source
Wuppertal,wuppertal,2024-02-06,2024-02-06 12:00:00,51.2562,7.1508,43.2,57.3,0.95,0.41,41.05,1,False,False,synthetic
Wuppertal,wuppertal,2024-02-07,2024-02-07 12:00:00,51.2562,7.1508,36.5,50.1,0.95,0.452,45.25,2,False,False,synthetic
Wuppertal,wuppertal,2024-02-08,2024-02-08 12:00:00,51.2562,7.1508,46.2,53.8,0.95,0.237,23.74,3,False,False,synthetic
Wuppertal,wuppertal,2024-02-09,2024-02-09 12:00:00,51.2562,7.1508,40.8,55.1,0.95,0.432,43.19,4,False,False,synthetic
Wuppertal,wuppertal,2024-02-10,2024-02-10 12:00:00,51.2562,7.1508,48.2,54.1,0.95,0.182,18.21,5,True,False,synthetic
Wuppertal,wuppertal,2024-02-11,2024-02-11 12:00:00,51.2562,7.1508,48.8,52.7,0.95,0.124,12.39,6,True,False,synthetic
Wuppertal,wuppertal,2024-02-12,2024-02-12 12:00:00,51.2562,7.1508,43.4,54.1,0.95,0.332,33.17,0,False,False,synthetic
Wuppertal,wuppertal,2024-02-13,2024-02-13 12:00:00,51.2562,7.1508,44.9,54.4,0.95,0.292,29.15,1,False,False,synthetic
Wuppertal,wuppertal,2024-02-14,2024-02-14 12:00:00,51.2562,7.1508,49.9,59.6,0.95,0.269,26.93,2,False,False,synthetic
Wuppertal,wuppertal,2024-02-15,2024-02-15 12:00:00,51.2562,7.1508,46.3,57.9,0.95,0.334,33.39,3,False,False,synthetic
Wuppertal,wuppertal,2024-02-16,2024-02-16 12:00:00,51.2562,7.1508,34.8,50.7,0.95,0.524,52.37,4,False,False,synthetic
Wuppertal,wuppertal,2024-02-17,2024-02-17 12:00:00,51.2562,7.1508,48.8,60.0,0.95,0.311,31.08,5,True,False,synthetic
Wuppertal,wuppertal,2024-02-18,2024-02-18 12:00:00,51.2562,7.1508,49.4,55.2,0.95,0.175,17.5,6,True,False,synthetic
Wuppertal,wuppertal,2024-02-19,2024-02-19 12:00:00,51.2562,7.1508,38.7,53.3,0.95,0.456,45.59,0,False,False,synthetic
Wuppertal,wuppertal,2024-02-20,2024-02-20 12:00:00,51.2562,7.1508,44.4,53.1,0.95,0.274,27.36,1,False,False,synthetic
Wuppertal,wuppertal,2024-02-21,2024-02-21 12:00:00,51.2562,7.1508,39.6,57.5,0.95,0.519,51.88,2,False,False,synthetic
Wuppertal,wuppertal,2024-02-22,2024-02-22 12:00:00,51.2562,7.1508,45.0,57.4,0.95,0.359,35.87,3,False,False,synthetic
Wuppertal,wuppertal,2024-02-23,2024-02-23 12:00:00,51.2562,7.1508,39.9,55.5,0.95,0.469,46.93,4,False,False,synthetic
Wuppertal,wuppertal,2024-02-24,2024-02-24 12:00:00,51.2562,7.1508,46.1,51.3,0.95,0.167,16.66,5,True,False,synthetic
Wuppertal,wuppertal,2024-02-25,2024-02-25 12:00:00,51.2562,7.1508,55.1,58.6,0.95,0.1,10.0,6,True,False,synthetic
Wuppertal,wuppertal,2024-02-26,2024-02-26 12:00:00,51.2562,7.1508,41.9,56.5,0.95,0.43,42.99,0,False,False,synthetic
Wuppertal,wuppertal,2024-02-27,2024-02-27 12:00:00,51.2562,7.1508,40.6,55.8,0.95,0.456,45.56,1,False,False,synthetic
Wuppertal,wuppertal,2024-02-28,2024-02-28 12:00:00,51.2562,7.1508,40.7,54.4,0.95,0.419,41.85,2,False,False,synthetic
Wuppertal,wuppertal,2024-02-29,2024-02-29 12:00:00,51.2562,7.1508,42.4,56.3,0.95,0.41,41.0,3,False,False,synthetic
Wuppertal,wuppertal,2024-03-01,2024-03-01 12:00:00,51.2562,7.1508,42.1,50.7,0.95,0.283,28.26,4,False,False,synthetic
Wuppertal,wuppertal,2024-03-02,2024-03-02 12:00:00,51.2562,7.1508,49.6,56.5,0.95,0.202,20.2,5,True,False,synthetic
Wuppertal,wuppertal,2024-03-03,2024-03-03 12:00:00,51.2562,7.1508,51.4,57.7,0.95,0.183,18.34,6,True,False,synthetic
Wuppertal,wuppertal,2024-03-04,2024-03-04 12:00:00,51.2562,7.1508,33.1,50.8,0.95,0.581,58.09,0,False,False,synthetic
Wuppertal,wuppertal,2024-03-05,2024-03-05 12:00:00,51.2562,7.1508,45.2,55.4,0.95,0.306,30.62,1,False,False,synthetic
Wuppertal,wuppertal,2024-03-06,2024-03-06 12:00:00,51.2562,7.1508,43.4,53.9,0.95,0.323,32.29,2,False,False,synthetic
Wuppertal,wuppertal,2024-03-07,2024-03-07 12:00:00,51.2562,7.1508,42.6,56.8,0.95,0.415,41.55,3,False,False,synthetic
Wuppertal,wuppertal,2024-03-08,2024-03-08 12:00:00,51.2562,7.1508,37.9,52.9,0.95,0.473,47.26,4,False,False,synthetic
Wuppertal,wuppertal,2024-03-09,2024-03-09 12:00:00,51.2562,7.1508,48.4,57.9,0.95,0.272,27.17,5,True,False,synthetic
Wuppertal,wuppertal,2024-03-10,2024-03-10 12:00:00,51.2562,7.1508,52.1,59.2,0.95,0.2,19.99,6,True,False,synthetic
Wuppertal,wuppertal,2024-03-11,2024-03-11 12:00:00,51.2562,7.1508,39.1,52.3,0.95,0.423,42.26,0,False,False,synthetic
Wuppertal,wuppertal,2024-03-12,2024-03-12 12:00:00,51.2562,7.1508,39.3,54.8,0.95,0.472,47.22,1,False,False,synthetic
Wuppertal,wuppertal,2024-03-13,2024-03-13 12:00:00,51.2562,7.1508,39.7,50.9,0.95,0.365,36.51,2,False,False,synthetic
Wuppertal,wuppertal,2024-03-14,2024-03-14 12:00:00,51.2562,7.1508,40.1,51.8,0.95,0.377,37.73,3,False,False,synthetic
Wuppertal,wuppertal,2024-03-15,2024-03-15 12:00:00,51.2562,7.1508,39.2,57.9,0.95,0.538,53.85,4,False,False,synthetic
Wuppertal,wuppertal,2024-03-16,2024-03-16 12:00:00,51.2562,7.1508,48.8,57.6,0.95,0.253,25.27,5,True,False,synthetic
Wuppertal,wuppertal,2024-03-17,2024-03-17 12:00:00,51.2562,7.1508,45.3,50.0,0.95,0.157,15.69,6,True,False,synthetic
Wuppertal,wuppertal,2024-03-18,2024-03-18 12:00:00,51.2562,7.1508,46.4,56.5,0.95,0.298,29.79,0,False,False,synthetic
Wuppertal,wuppertal,2024-03-19,2024-03-19 12:00:00,51.2562,7.1508,40.2,52.5,0.95,0.39,39.04,1,False,False,synthetic
Wuppertal,wuppertal,2024-03-20,2024-03-20 12:00:00,51.2562,7.1508,40.4,56.8,0.95,0.48,47.98,2,False,False,synthetic
Wuppertal,wuppertal,2024-03-21,2024-03-21 12:00:00,51.2562,7.1508,40.7,57.0,0.95,0.475,47.51,3,False,False,synthetic
Wuppertal,wuppertal,2024-03-22,2024-03-22 12:00:00,51.2562,7.1508,36.7,57.3,0.95,0.598,59.77,4,False,False,synthetic
Wuppertal,wuppertal,2024-03-23,2024-03-23 12:00:00,51.2562,7.1508,43.1,54.0,0.95,0.337,33.67,5,True,False,synthetic
Wuppertal,wuppertal,2024-03-24,2024-03-24 12:00:00,51.2562,7.1508,47.7,50.8,0.95,0.1,10.0,6,True,False,synthetic
Wuppertal,wuppertal,2024-03-25,2024-03-25 12:00:00,51.2562,7.1508,41.1,57.4,0.95,0.474,47.38,0,False,False,synthetic
Wuppertal,wuppertal,2024-03-26,2024-03-26 12:00:00,51.2562,7.1508,43.5,54.9,0.95,0.346,34.64,1,False,False,synthetic
Wuppertal,wuppertal,2024-03-27,2024-03-27 12:00:00,51.2562,7.1508,38.1,53.2,0.95,0.473,47.31,2,False,False,synthetic
Wuppertal,wuppertal,2024-03-28,2024-03-28 12:00:00,51.2562,7.1508,36.9,51.7,0.95,0.478,47.75,3,False,False,synthetic
Wuppertal,wuppertal,2024-03-29,2024-03-29 12:00:00,51.2562,7.1508,51.4,54.7,0.95,0.1,10.0,4,False,True,synthetic
Wuppertal,wuppertal,2024-03-30,2024-03-30 12:00:00,51.2562,7.1508,42.5,50.5,0.95,0.263,26.31,5,True,False,synthetic
Wuppertal,wuppertal,2024-03-31,2024-03-31 12:00:00,51.2562,7.1508,55.9,59.4,0.95,0.1,10.0,6,True,True,synthetic
Bielefeld,bielefeld,2024-01-01,2024-01-01 12:00:00,52.02,8.5325,53.0,56.4,0.95,0.1,10.0,0,False,True,synthetic
Bielefeld,bielefeld,2024-01-02,2024-01-02 12:00:00,52.02,8.5325,45.8,51.3,0.95,0.179,17.9,1,False,False,synthetic
Bielefeld,bielefeld,2024-01-03,2024-01-03 12:00:00,52.02,8.5325,49.8,59.2,0.95,0.264,26.36,2,False,False,synthetic
Bielefeld,bielefeld,2024-01-04,2024-01-04 12:00:00,52.02,8.5325,43.4,51.5,0.95,0.264,26.36,3,False,False,synthetic
Bielefeld,bielefeld,2024-01-05,2024-01-05 12:00:00,52.02,8.5325,39.8,58.2,0.95,0.527,52.67,4,False,False,synthetic
Bielefeld,bielefeld,2024-01-06,2024-01-06 12:00:00,52.02,8.5325,50.0,53.1,0.95,0.1,10.0,5,True,True,synthetic
Bielefeld,bielefeld,2024-01-07,2024-01-07 12:00:00,52.02,8.5325,52.6,56.0,0.95,0.1,10.0,6,True,False,synthetic
Bielefeld,bielefeld,2024-01-08,2024-01-08 12:00:00,52.02,8.5325,37.1,51.3,0.95,0.463,46.31,0,False,False,synthetic
Bielefeld,bielefeld,2024-01-09,2024-01-09 12:00:00,52.02,8.5325,45.2,51.7,0.95,0.208,20.79,1,False,False,synthetic
Bielefeld,bielefeld,2024-01-10,2024-01-10 12:00:00,52.02,8.5325,38.1,50.7,0.95,0.413,41.26,2,False,False,synthetic
Bielefeld,bielefeld,2024-01-11,2024-01-11 12:00:00,52.02,8.5325,44.9,59.6,0.95,0.411,41.1,3,False,False,synthetic
Bielefeld,bielefeld,2024-01-12,2024-01-12 12:00:00,52.02,8.5325,48.1,59.9,0.95,0.327,32.66,4,False,False,synthetic
Bielefeld,bielefeld,2024-01-13,2024-01-13 12:00:00,52.02,8.5325,50.9,59.4,0.95,0.238,23.83,5,True,False,synthetic
Bielefeld,bielefeld,2024-01-14,2024-01-14 12:00:00,52.02,8.5325,54.2,57.7,0.95,0.1,10.0,6,True,False,synthetic
Bielefeld,bielefeld,2024-01-15,2024-01-15 12:00:00,52.02,8.5325,42.3,52.6,0.95,0.326,32.56,0,False,False,synthetic
Bielefeld,bielefeld,2024-01-16,2024-01-16 12:00:00,52.02,8.5325,41.9,52.8,0.95,0.346,34.58,1,False,False,synthetic
Bielefeld,bielefeld,2024-01-17,2024-01-17 12:00:00,52.02,8.5325,48.1,54.2,0.95,0.187,18.66,2,False,False,synthetic
Bielefeld,bielefeld,2024-01-18,2024-01-18 12:00:00,52.02,8.5325,40.0,53.1,0.95,0.413,41.32,3,False,False,synthetic
Bielefeld,bielefeld,2024-01-19,2024-01-19 12:00:00,52.02,8.5325,42.4,59.3,0.95,0.473,47.31,4,False,False,synthetic
Bielefeld,bielefeld,2024-01-20,2024-01-20 12:00:00,52.02,8.5325,48.0,51.9,0.95,0.125,12.45,5,True,False,synthetic
Bielefeld,bielefeld,2024-01-21,2024-01-21 12:00:00,52.02,8.5325,51.9,55.2,0.95,0.1,10.0,6,True,False,synthetic
Bielefeld,bielefeld,2024-01-22,2024-01-22 12:00:00,52.02,8.5325,39.5,51.8,0.95,0.396,39.64,0,False,False,synthetic
Bielefeld,bielefeld,2024-01-23,2024-01-23 12:00:00,52.02,8.5325,47.5,52.6,0.95,0.16,16.01,1,False,False,synthetic
Bielefeld,bielefeld,2024-01-24,2024-01-24 12:00:00,52.02,8.5325,42.0,50.9,0.95,0.291,29.08,2,False,False,synthetic
Bielefeld,bielefeld,2024-01-25,2024-01-25 12:00:00,52.02,8.5325,43.7,57.2,0.95,0.392,39.24,3,False,False,synthetic
Bielefeld,bielefeld,2024-01-26,2024-01-26 12:00:00,52.02,8.5325,43.5,58.7,0.95,0.434,43.35,4,False,False,synthetic
Bielefeld,bielefeld,2024-01-27,2024-01-27 12:00:00,52.02,8.5325,44.0,50.4,0.95,0.212,21.18,5,True,False,synthetic
Bielefeld,bielefeld,2024-01-28,2024-01-28 12:00:00,52.02,8.5325,49.1,52.3,0.95,0.101,10.12,6,True,False,synthetic
Bielefeld,bielefeld,2024-01-29,2024-01-29 12:00:00,52.02,8.5325,45.2,59.2,0.95,0.395,39.46,0,False,False,synthetic
Bielefeld,bielefeld,2024-01-30,2024-01-30 12:00:00,52.02,8.5325,44.3,55.3,0.95,0.33,32.95,1,False,False,synthetic
Bielefeld,bielefeld,2024-01-31,2024-01-31 12:00:00,52.02,8.5325,47.7,58.6,0.95,0.31,31.02,2,False,False,synthetic
Bielefeld,bielefeld,2024-02-01,2024-02-01 12:00:00,52.02,8.5325,40.5,50.8,0.95,0.338,33.78,3,False,False,synthetic
Bielefeld,bielefeld,2024-02-02,2024-02-02 12:00:00,52.02,8.5325,40.3,54.8,0.95,0.439,43.88,4,False,False,synthetic
Bielefeld,bielefeld,2024-02-03,2024-02-03 12:00:00,52.02,8.5325,48.2,54.4,0.95,0.19,18.96,5,True,False,synthetic
Bielefeld,bielefeld,2024-02-04,2024-02-04 12:00:00,52.02,8.5325,50.1,53.3,0.95,0.1,10.0,6,True,False,synthetic
Bielefeld,bielefeld,2024-02-05,2024-02-05 12:00:00,52.02,8.5325,43.3,52.4,0.95,0.29,29.0,0,False,False,synthetic
Bielefeld,bielefeld,2024-02-06,2024-02-06 12:00:00,52.02,8.5325,40.5,51.7,0.95,0.36,35.98,1,False,False,synthetic
Bielefeld,bielefeld,2024-02-07,2024-02-07 12:00:00,52.02,8.5325,46.0,59.3,0.95,0.372,37.18,2,False,False,synthetic
Bielefeld,bielefeld,2024-02-08,2024-02-08 12:00:00,52.02,8.5325,45.6,55.2,0.95,0.289,28.88,3,False,False,synthetic
Bielefeld,bielefeld,2024-02-09,2024-02-09 12:00:00,52.02,8.5325,42.3,59.5,0.95,0.483,48.27,4,False,False,synthetic
Bielefeld,bielefeld,2024-02-10,2024-02-10 12:00:00,52.02,8.5325,45.0,51.1,0.95,0.2,19.95,5,True,False,synthetic
Bielefeld,bielefeld,2024-02-11,2024-02-11 12:00:00,52.02,8.5325,56.1,59.7,0.95,0.1,10.0,6,True,False,synthetic
Bielefeld,bielefeld,2024-02-12,2024-02-12 12:00:00,52.02,8.5325,43.5,55.6,0.95,0.361,36.06,0,False,False,synthetic
Bielefeld,bielefeld,2024-02-13,2024-02-13 12:00:00,52.02,8.5325,44.7,56.3,0.95,0.343,34.3,1,False,False,synthetic
Bielefeld,bielefeld,2024-02-14,2024-02-14 12:00:00,52.02,8.5325,39.0,51.0,0.95,0.392,39.21,2,False,False,synthetic
Bielefeld,bielefeld,2024-02-15,2024-02-15 12:00:00,52.02,8.5325,52.0,59.3,0.95,0.205,20.52,3,False,False,synthetic
Bielefeld,bielefeld,2024-02-16,2024-02-16 12:00:00,52.02,8.5325,43.0,55.3,0.95,0.372,37.16,4,False,False,synthetic
Bielefeld,bielefeld,2024-02-17,2024-02-17 12:00:00,52.02,8.5325,39.6,51.8,0.95,0.393,39.27,5,True,False,synthetic
Bielefeld,bielefeld,2024-02-18,2024-02-18 12:00:00,52.02,8.5325,49.6,54.9,0.95,0.162,16.22,6,True,False,synthetic
Bielefeld,bielefeld,2024-02-19,2024-02-19 12:00:00,52.02,8.5325,42.6,56.9,0.95,0.418,41.81,0,False,False,synthetic
Bielefeld,bielefeld,2024-02-20,2024-02-20 12:00:00,52.02,8.5325,38.4,56.1,0.95,0.528,52.78,1,False,False,synthetic
Bielefeld,bielefeld,2024-02-21,2024-02-21 12:00:00,52.02,8.5325,39.8,58.2,0.95,0.525,52.54,2,False,False,synthetic
Bielefeld,bielefeld,2024-02-22,2024-02-22 12:00:00,52.02,8.5325,42.0,56.3,0.95,0.423,42.28,3,False,False,synthetic
Bielefeld,bielefeld,2024-02-23,2024-02-23 12:00:00,52.02,8.5325,41.3,56.6,0.95,0.452,45.16,4,False,False,synthetic
Bielefeld,bielefeld,2024-02-24,2024-02-24 12:00:00,52.02,8.5325,45.2,51.1,0.95,0.192,19.21,5,True,False,synthetic
Bielefeld,bielefeld,2024-02-25,2024-02-25 12:00:00,52.02,8.5325,46.4,50.1,0.95,0.121,12.14,6,True,False,synthetic
Bielefeld,bielefeld,2024-02-26,2024-02-26 12:00:00,52.02,8.5325,43.5,57.7,0.95,0.411,41.12,0,False,False,synthetic
Bielefeld,bielefeld,2024-02-27,2024-02-27 12:00:00,52.02,8.5325,46.0,53.8,0.95,0.242,24.25,1,False,False,synthetic
Bielefeld,bielefeld,2024-02-28,2024-02-28 12:00:00,52.02,8.5325,40.4,50.8,0.95,0.341,34.07,2,False,False,synthetic
Bielefeld,bielefeld,2024-02-29,2024-02-29 12:00:00,52.02,8.5325,43.7,57.6,0.95,0.401,40.13,3,False,False,synthetic
Bielefeld,bielefeld,2024-03-01,2024-03-01 12:00:00,52.02,8.5325,34.5,50.5,0.95,0.529,52.85,4,False,False,synthetic
Bielefeld,bielefeld,2024-03-02,2024-03-02 12:00:00,52.02,8.5325,49.3,58.0,0.95,0.251,25.11,5,True,False,synthetic
Bielefeld,bielefeld,2024-03-03,2024-03-03 12:00:00,52.02,8.5325,48.5,51.6,0.95,0.1,10.0,6,True,False,synthetic
Bielefeld,bielefeld,2024-03-04,2024-03-04 12:00:00,52.02,8.5325,42.8,59.9,0.95,0.476,47.56,0,False,False,synthetic
Bielefeld,bielefeld,2024-03-05,2024-03-05 12:00:00,52.02,8.5325,45.6,55.4,0.95,0.295,29.49,1,False,False,synthetic
Bielefeld,bielefeld,2024-03-06,2024-03-06 12:00:00,52.02,8.5325,41.7,58.9,0.95,0.487,48.73,2,False,False,synthetic
Bielefeld,bielefeld,2024-03-07,2024-03-07 12:00:00,52.02,8.5325,39.9,51.2,0.95,0.368,36.81,3,False,False,synthetic
Bielefeld,bielefeld,2024-03-08,2024-03-08 12:00:00,52.02,8.5325,39.4,52.2,0.95,0.41,41.03,4,False,False,synthetic
Bielefeld,bielefeld,2024-03-09,2024-03-09 12:00:00,52.02,8.5325,51.6,54.9,0.95,0.1,10.0,5,True,False,synthetic
Bielefeld,bielefeld,2024-03-10,2024-03-10 12:00:00,52.02,8.5325,43.0,50.1,0.95,0.237,23.73,6,True,False,synthetic
Bielefeld,bielefeld,2024-03-11,2024-03-11 12:00:00,52.02,8.5325,42.1,55.3,0.95,0.398,39.77,0,False,False,synthetic
Bielefeld,bielefeld,2024-03-12,2024-03-12 12:00:00,52.02,8.5325,41.2,54.4,0.95,0.402,40.21,1,False,False,synthetic
Bielefeld,bielefeld,2024-03-13,2024-03-13 12:00:00,52.02,8.5325,45.6,54.5,0.95,0.271,27.12,2,False,False,synthetic
Bielefeld,bielefeld,2024-03-14,2024-03-14 12:00:00,52.02,8.5325,40.1,58.2,0.95,0.517,51.71,3,False,False,synthetic
Bielefeld,bielefeld,2024-03-15,2024-03-15 12:00:00,52.02,8.5325,39.7,56.3,0.95,0.492,49.17,4,False,False,synthetic
Bielefeld,bielefeld,2024-03-16,2024-03-16 12:00:00,52.02,8.5325,44.0,51.1,0.95,0.232,23.17,5,True,False,synthetic
Bielefeld,bielefeld,2024-03-17,2024-03-17 12:00:00,52.02,8.5325,49.0,54.9,0.95,0.179,17.86,6,True,False,synthetic
Bielefeld,bielefeld,2024-03-18,2024-03-18 12:00:00,52.02,8.5325,37.9,50.2,0.95,0.407,40.72,0,False,False,synthetic
Bielefeld,bielefeld,2024-03-19,2024-03-19 12:00:00,52.02,8.5325,41.4,52.2,0.95,0.345,34.54,1,False,False,synthetic
Bielefeld,bielefeld,2024-03-20,2024-03-20 12:00:00,52.02,8.5325,42.8,55.7,0.95,0.386,38.64,2,False,False,synthetic
Bielefeld,bielefeld,2024-03-21,2024-03-21 12:00:00,52.02,8.5325,44.9,59.8,0.95,0.415,41.52,3,False,False,synthetic
Bielefeld,bielefeld,2024-03-22,2024-03-22 12:00:00,52.02,8.5325,41.8,55.2,0.95,0.405,40.46,4,False,False,synthetic
Bielefeld,bielefeld,2024-03-23,2024-03-23 12:00:00,52.02,8.5325,44.6,52.6,0.95,0.253,25.29,5,True,False,synthetic
Bielefeld,bielefeld,2024-03-24,2024-03-24 12:00:00,52.02,8.5325,56.4,60.0,0.95,0.1,10.0,6,True,False,synthetic
Bielefeld,bielefeld,2024-03-25,2024-03-25 12:00:00,52.02,8.5325,35.7,52.5,0.95,0.533,53.31,0,False,False,synthetic
Bielefeld,bielefeld,2024-03-26,2024-03-26 12:00:00,52.02,8.5325,46.4,59.9,0.95,0.375,37.51,1,False,False,synthetic
Bielefeld,bielefeld,2024-03-27,2024-03-27 12:00:00,52.02,8.5325,44.7,51.8,0.95,0.228,22.83,2,False,False,synthetic
Bielefeld,bielefeld,2024-03-28,2024-03-28 12:00:00,52.02,8.5325,43.3,59.6,0.95,0.455,45.53,3,False,False,synthetic
Bielefeld,bielefeld,2024-03-29,2024-03-29 12:00:00,52.02,8.5325,50.1,54.9,0.95,0.147,14.7,4,False,True,synthetic
Bielefeld,bielefeld,2024-03-30,2024-03-30 12:00:00,52.02,8.5325,53.4,59.0,0.95,0.159,15.94,5,True,False,synthetic
Bielefeld,bielefeld,2024-03-31,2024-03-31 12:00:00,52.02,8.5325,47.9,51.0,0.95,0.1,10.0,6,True,True,synthetic
Bonn,bonn,2024-01-01,2024-01-01 12:00:00,50.7374,7.0982,53.8,58.3,0.95,0.129,12.88,0,False,True,synthetic
Bonn,bonn,2024-01-02,2024-01-02 12:00:00,50.7374,7.0982,47.2,57.4,0.95,0.296,29.55,1,False,False,synthetic
Bonn,bonn,2024-01-03,2024-01-03 12:00:00,50.7374,7.0982,47.2,57.6,0.95,0.303,30.25,2,False,False,synthetic
Bonn,bonn,2024-01-04,2024-01-04 12:00:00,50.7374,7.0982,43.8,58.7,0.95,0.424,42.45,3,False,False,synthetic
Bonn,bonn,2024-01-05,2024-01-05 12:00:00,50.7374,7.0982,36.3,50.7,0.95,0.474,47.39,4,False,False,synthetic
Bonn,bonn,2024-01-06,2024-01-06 12:00:00,50.7374,7.0982,50.7,54.0,0.95,0.1,10.0,5,True,True,synthetic
Bonn,bonn,2024-01-07,2024-01-07 12:00:00,50.7374,7.0982,51.8,58.3,0.95,0.186,18.59,6,True,False,synthetic
Bonn,bonn,2024-01-08,2024-01-08 12:00:00,50.7374,7.0982,38.9,50.8,0.95,0.39,38.96,0,False,False,synthetic
Bonn,bonn,2024-01-09,2024-01-09 12:00:00,50.7374,7.0982,49.6,59.4,0.95,0.274,27.45,1,False,False,synthetic
Bonn,bonn,2024-01-10,2024-01-10 12:00:00,50.7374,7.0982,49.7,57.7,0.95,0.232,23.18,2,False,False,synthetic
Bonn,bonn,2024-01-11,2024-01-11 12:00:00,50.7374,7.0982,44.1,57.0,0.95,0.377,37.7,3,False,False,synthetic
Bonn,bonn,2024-01-12,2024-01-12 12:00:00,50.7374,7.0982,39.4,54.6,0.95,0.466,46.61,4,False,False,synthetic
Bonn,bonn,2024-01-13,2024-01-13 12:00:00,50.7374,7.0982,44.4,52.6,0.95,0.259,25.85,5,True,False,synthetic
Bonn,bonn,2024-01-14,2024-01-14 12:00:00,50.7374,7.0982,49.1,53.4,0.95,0.137,13.66,6,True,False,synthetic
Bonn,bonn,2024-01-15,2024-01-15 12:00:00,50.7374,7.0982,45.8,56.5,0.95,0.317,31.66,0,False,False,synthetic
Bonn,bonn,2024-01-16,2024-01-16 12:00:00,50.7374,7.0982,40.1,51.6,0.95,0.37,37.03,1,False,False,synthetic
Bonn,bonn,2024-01-17,2024-01-17 12:00:00,50.7374,7.0982,40.9,58.8,0.95,0.507,50.74,2,False,False,synthetic
Bonn,bonn,2024-01-18,2024-01-18 12:00:00,50.7374,7.0982,45.0,55.9,0.95,0.325,32.52,3,False,False,synthetic
Bonn,bonn,2024-01-19,2024-01-19 12:00:00,50.7374,7.0982,41.6,54.1,0.95,0.385,38.51,4,False,False,synthetic
Bonn,bonn,2024-01-20,2024-01-20 12:00:00,50.7374,7.0982,49.0,52.2,0.95,0.1,10.0,5,True,False,synthetic
Bonn,bonn,2024-01-21,2024-01-21 12:00:00,50.7374,7.0982,53.7,57.1,0.95,0.1,10.0,6,True,False,synthetic
Bonn,bonn,2024-01-22,2024-01-22 12:00:00,50.7374,7.0982,44.0,51.8,0.95,0.252,25.15,0,False,False,synthetic
Bonn,bonn,2024-01-23,2024-01-23 12:00:00,50.7374,7.0982,41.1,53.7,0.95,0.392,39.17,1,False,False,synthetic
Bonn,bonn,2024-01-24,2024-01-24 12:00:00,50.7374,7.0982,39.4,51.5,0.95,0.392,39.19,2,False,False,synthetic
Bonn,bonn,2024-01-25,2024-01-25 12:00:00,50.7374,7.0982,44.0,55.4,0.95,0.343,34.31,3,False,False,synthetic
Bonn,bonn,2024-01-26,2024-01-26 12:00:00,50.7374,7.0982,45.0,54.1,0.95,0.281,28.14,4,False,False,synthetic
Bonn,bonn,2024-01-27,2024-01-27 12:00:00,50.7374,7.0982,48.7,51.8,0.95,0.1,10.0,5,True,False,synthetic
Bonn,bonn,2024-01-28,2024-01-28 12:00:00,50.7374,7.0982,54.8,58.3,0.95,0.1,10.0,6,True,False,synthetic
Bonn,bonn,2024-01-29,2024-01-29 12:00:00,50.7374,7.0982,43.5,53.2,0.95,0.304,30.39,0,False,False,synthetic
Bonn,bonn,2024-01-30,2024-01-30 12:00:00,50.7374,7.0982,46.5,59.4,0.95,0.362,36.22,1,False,False,synthetic
Bonn,bonn,2024-01-31,2024-01-31 12:00:00,50.7374,7.0982,41.2,54.4,0.95,0.405,40.5,2,False,False,synthetic
Bonn,bonn,2024-02-01,2024-02-01 12:00:00,50.7374,7.0982,41.0,58.0,0.95,0.49,48.97,3,False,False,synthetic
Bonn,bonn,2024-02-02,2024-02-02 12:00:00,50.7374,7.0982,39.0,50.4,0.95,0.378,37.76,4,False,False,synthetic
Bonn,bonn,2024-02-03,2024-02-03 12:00:00,50.7374,7.0982,50.0,54.5,0.95,0.136,13.62,5,True,False,synthetic
Bonn,bonn,2024-02-04,2024-02-04 12:00:00,50.7374,7.0982,48.2,51.3,0.95,0.1,10.0,6,True,False,synthetic
Bonn,bonn,2024-02-05,2024-02-05 12:00:00,50.7374,7.0982,44.3,57.4,0.95,0.38,38.01,0,False,False,synthetic
Bonn,bonn,2024-02-06,2024-02-06 12:00:00,50.7374,7.0982,45.7,56.8,0.95,0.325,32.52,1,False,False,synthetic
Bonn,bonn,2024-02-07,2024-02-07 12:00:00,50.7374,7.0982,38.6,51.8,0.95,0.427,42.71,2,False,False,synthetic
Bonn,bonn,2024-02-08,2024-02-08 12:00:00,50.7374,7.0982,35.9,52.2,0.95,0.521,52.1,3,False,False,synthetic
Bonn,bonn,2024-02-09,2024-02-09 12:00:00,50.7374,7.0982,41.0,53.9,0.95,0.399,39.92,4,False,False,synthetic
Bonn,bonn,2024-02-10,2024-02-10 12:00:00,50.7374,7.0982,39.6,50.5,0.95,0.36,36.04,5,True,False,synthetic
Bonn,bonn,2024-02-11,2024-02-11 12:00:00,50.7374,7.0982,49.6,53.4,0.95,0.119,11.94,6,True,False,synthetic
Bonn,bonn,2024-02-12,2024-02-12 12:00:00,50.7374,7.0982,37.1,54.6,0.95,0.534,53.36,0,False,False,synthetic
Bonn,bonn,2024-02-13,2024-02-13 12:00:00,50.7374,7.0982,46.5,58.8,0.95,0.349,34.86,1,False,False,synthetic
Bonn,bonn,2024-02-14,2024-02-14 12:00:00,50.7374,7.0982,43.4,55.0,0.95,0.353,35.33,2,False,False,synthetic
