city,city_key,date,timestamp,lat,lon,current_speed,free_flow_speed,confidence,congestion_level,traffic_index
Osnabrück,osnabrück,2024-01-03,2026-01-12 15:54:28.038627,52.2799,8.0472,26,37,1.0,0.29729729729729726,29.729729729729726
Solingen,solingen,2024-01-03,2026-01-12 15:54:28.858625,51.1714,7.0833,16,36,1.0,0.5555555555555556,55.55555555555556
Heidelberg,heidelberg,2024-01-03,2026-01-12 15:54:29.515126,49.3988,8.6724,31,43,1.0,0.2790697674418605,27.906976744186053
Herne,herne,2024-01-03,2026-01-12 15:54:30.194627,51.5369,7.226,32,39,0.994525,0.17948717948717952,17.948717948717952
Neuss,neuss,2024-01-03,2026-01-12 15:54:31.261126,51.2042,6.6879,32,40,1.0,0.19999999999999996,19.999999999999996
Darmstadt,darmstadt,2024-01-03,2026-01-12 15:54:32.067625,49.8728,8.6512,35,35,1.0,0.0,0.0
Paderborn,paderborn,2024-01-03,2026-01-12 15:54:32.770626,51.7189,8.757,27,32,1.0,0.15625,15.625
Regensburg,regensburg,2024-01-03,2026-01-12 15:54:33.634627,49.0134,12.1016,24,24,1.0,0.0,0.0
Ingolstadt,ingolstadt,2024-01-03,2026-01-12 15:54:34.420126,48.7665,11.4258,19,33,1.0,0.4242424242424242,42.42424242424242
Würzburg,würzburg,2024-01-03,2026-01-12 15:54:35.090127,49.7913,9.9534,29,38,0.956772,0.23684210526315785,23.684210526315784
Fürth,fürth,2024-01-03,2026-01-12 15:54:35.832127,49.4771,10.9887,11,24,1.0,0.5416666666666667,54.16666666666667
Wolfsburg,wolfsburg,2024-01-03,2026-01-12 15:54:36.539627,52.4226,10.7865,39,47,1.0,0.17021276595744683,17.021276595744684
Offenbach,offenbach,2024-01-03,2026-01-12 15:54:37.268127,50.1036,8.766,16,23,1.0,0.30434782608695654,30.434782608695656
Ulm,ulm,2024-01-03,2026-01-12 15:54:38.019626,48.4011,9.9876,44,52,0.997971,0.15384615384615385,15.384615384615385
Heilbronn,heilbronn,2024-01-03,2026-01-12 15:54:38.817627,49.1427,9.2109,13,19,1.0,0.3157894736842105,31.57894736842105
Pforzheim,pforzheim,2024-01-03,2026-01-12 15:54:39.748626,48.8932,8.6919,37,37,1.0,0.0,0.0
Göttingen,göttingen,2024-01-03,2026-01-12 15:54:40.512626,51.5413,9.9158,56,60,0.869142,0.06666666666666665,6.666666666666665
Bottrop,bottrop,2024-01-03,2026-01-12 15:54:41.195627,51.5232,6.9253,30,39,1.0,0.23076923076923073,23.076923076923073
Trier,trier,2024-01-03,2026-01-12 15:54:41.927627,49.7499,6.6371,19,27,1.0,0.2962962962962963,29.629629629629626
Recklinghausen,recklinghausen,2024-01-03,2026-01-12 15:54:42.655627,51.6144,7.1979,16,25,1.0,0.36,36.0
Reutlingen,reutlingen,2024-01-03,2026-01-12 15:54:43.334127,48.4914,9.2115,21,29,1.0,0.27586206896551724,27.586206896551722
Bremerhaven,bremerhaven,2024-01-03,2026-01-12 15:54:44.178127,53.5396,8.5809,28,39,1.0,0.28205128205128205,28.205128205128204
Koblenz,koblenz,2024-01-03,2026-01-12 15:54:44.910626,50.3569,7.589,64,64,1.0,0.0,0.0
Bergisch Gladbach,bergisch_gladbach,2024-01-03,2026-01-12 15:54:45.654126,50.9916,7.1233,31,31,1.0,0.0,0.0
Jena,jena,2024-01-03,2026-01-12 15:54:46.319126,50.9271,11.5862,24,33,0.991857,0.2727272727272727,27.27272727272727
Remscheid,remscheid,2024-01-03,2026-01-12 15:54:47.137459,51.1784,7.1997,28,41,1.0,0.31707317073170727,31.707317073170728
Erlangen,erlangen,2024-01-03,2026-01-12 15:54:47.913959,49.5897,11.0039,36,42,1.0,0.1428571428571429,14.28571428571429
Moers,moers,2024-01-03,2026-01-12 15:54:48.734460,51.4514,6.6314,32,38,0.992913,0.1578947368421053,15.789473684210531
Siegen,siegen,2024-01-03,2026-01-12 15:54:49.461459,50.875,8.0167,16,21,0.767147,0.23809523809523814,23.809523809523814
Hildesheim,hildesheim,2024-01-03,2026-01-12 15:54:50.229959,52.1508,9.9513,13,28,1.0,0.5357142857142857,53.57142857142857
Salzgitter,salzgitter,2024-01-03,2026-01-12 15:54:50.907959,52.15,10.3333,21,31,1.0,0.32258064516129037,32.25806451612904
Berlin,berlin,2024-01-04,2026-01-12 15:54:51.853960,52.52,13.405,16,21,1.0,0.23809523809523814,23.809523809523814
Munich,munich,2024-01-04,2026-01-12 15:54:52.626958,48.1351,11.582,23,32,1.0,0.28125,28.125
Hamburg,hamburg,2024-01-04,2026-01-12 15:54:53.349459,53.5511,10.0,23,42,1.0,0.45238095238095233,45.238095238095234
Cologne,cologne,2024-01-04,2026-01-12 15:54:54.064459,50.9375,6.9603,30,36,1.0,0.16666666666666663,16.666666666666664
Frankfurt am Main,frankfurt,2024-01-04,2026-01-12 15:54:54.805960,50.1109,8.6821,20,26,1.0,0.23076923076923073,23.076923076923073
Stuttgart,stuttgart,2024-01-04,2026-01-12 15:54:55.586459,48.7758,9.1829,34,34,1.0,0.0,0.0
Düsseldorf,dusseldorf,2024-01-04,2026-01-12 15:54:56.339460,51.2277,6.7735,49,49,1.0,0.0,0.0
Dortmund,dortmund,2024-01-04,2026-01-12 15:54:57.031959,51.5136,7.4653,18,27,1.0,0.33333333333333337,33.333333333333336
Essen,essen,2024-01-04,2026-01-12 15:54:58.761959,51.4556,7.0116,25,34,0.941136,0.2647058823529411,26.470588235294112
Leipzig,leipzig,2024-01-04,2026-01-12 15:54:59.446960,51.3397,12.3731,22,32,1.0,0.3125,31.25
Bremen,bremen,2024-01-04,2026-01-12 15:55:00.245459,53.0793,8.8017,23,23,1.0,0.0,0.0
Dresden,dresden,2024-01-04,2026-01-12 15:55:00.996459,51.0504,13.7373,17,23,0.996895,0.26086956521739135,26.086956521739136
Hanover,hanover,2024-01-04,2026-01-12 15:55:01.730959,52.3759,9.732,24,24,1.0,0.0,0.0
Nuremberg,nuremberg,2024-01-04,2026-01-12 15:55:02.499960,49.4521,11.0767,21,30,1.0,0.30000000000000004,30.000000000000004
Duisburg,duisburg,2024-01-04,2026-01-12 15:55:03.274460,51.4344,6.7623,26,34,1.0,0.23529411764705888,23.529411764705888
Bochum,bochum,2024-01-04,2026-01-12 15:55:04.115460,51.4818,7.2162,12,20,1.0,0.4,40.0
Wuppertal,wuppertal,2024-01-04,2026-01-12 15:55:04.912958,51.2562,7.1508,31,41,1.0,0.24390243902439024,24.390243902439025
Bielefeld,bielefeld,2024-01-04,2026-01-12 15:55:05.735960,52.02,8.5325,18,24,0.996667,0.25,25.0
Bonn,bonn,2024-01-04,2026-01-12 15:55:06.619459,50.7374,7.0982,19,25,0.993273,0.24,24.0
Münster,munster,2024-01-04,2026-01-12 15:55:07.312459,51.9607,7.6261,23,31,1.0,0.25806451612903225,25.806451612903224
Karlsruhe,karlsruhe,2024-01-04,2026-01-12 15:55:08.071458,49.0069,8.4037,20,20,1.0,0.0,0.0
Mannheim,mannheim,2024-01-04,2026-01-12 15:55:08.770458,49.4875,8.466,16,26,0.997283,0.3846153846153846,38.46153846153846
Augsburg,augsburg,2024-01-04,2026-01-12 15:55:09.548960,48.3668,10.8987,23,32,0.999096,0.28125,28.125
Wiesbaden,wiesbaden,2024-01-04,2026-01-12 15:55:10.295959,50.0782,8.2398,15,24,1.0,0.375,37.5
Gelsenkirchen,gelsenkirchen,2024-01-04,2026-01-12 15:55:11.005459,51.5177,7.0857,26,38,1.0,0.3157894736842105,31.57894736842105
Mönchengladbach,mönchengladbach,2024-01-04,2026-01-12 15:55:11.696958,51.1805,6.4428,23,33,1.0,0.303030303030303,30.303030303030297
Braunschweig,braunschweig,2024-01-04,2026-01-12 15:55:12.466959,52.2689,10.5268,20,20,1.0,0.0,0.0
Chemnitz,chemnitz,2024-01-04,2026-01-12 15:55:13.273959,50.8278,12.9214,19,25,1.0,0.24,24.0
Kiel,kiel,2024-01-04,2026-01-12 15:55:13.999465,54.3233,10.1394,20,26,0.97,0.23076923076923073,23.076923076923073
Aachen,aachen,2024-01-04,2026-01-12 15:55:14.829459,50.7753,6.0839,13,19,0.953033,0.3157894736842105,31.57894736842105
Halle,halle,2024-01-04,2026-01-12 15:55:15.572459,51.4826,11.9692,14,54,1.0,0.7407407407407407,74.07407407407408
Magdeburg,magdeburg,2024-01-04,2026-01-12 15:55:16.359459,52.1205,11.6276,17,28,0.923476,0.3928571428571429,39.28571428571429
Freiburg,freiburg,2024-01-04,2026-01-12 15:55:17.115960,47.9978,7.8427,29,29,1.0,0.0,0.0
Krefeld,krefeld,2024-01-04,2026-01-12 15:55:17.937459,51.3392,6.5861,18,30,0.999241,0.4,40.0
Lübeck,lübeck,2024-01-04,2026-01-12 15:55:18.810958,53.8655,10.6866,19,27,0.943859,0.2962962962962963,29.629629629629626
Oberhausen,oberhausen,2024-01-04,2026-01-12 15:55:19.637959,51.473,6.8807,28,36,0.940611,0.2222222222222222,22.22222222222222
Erfurt,erfurt,2024-01-04,2026-01-12 15:55:20.342459,50.9848,11.0299,24,33,1.0,0.2727272727272727,27.27272727272727
Mainz,mainz,2024-01-04,2026-01-12 15:55:21.169459,50.0012,8.2763,23,23,1.0,0.0,0.0
Rostock,rostock,2024-01-04,2026-01-12 15:55:22.009458,54.0924,12.0991,41,49,1.0,0.16326530612244894,16.326530612244895
Kassel,kassel,2024-01-04,2026-01-12 15:55:22.789959,51.3127,9.4797,27,35,1.0,0.22857142857142854,22.857142857142854
Hagen,hagen,2024-01-04,2026-01-12 15:55:23.601959,51.3671,7.4633,28,37,0.984859,0.2432432432432432,24.32432432432432
Hamm,hamm,2024-01-04,2026-01-12 15:55:24.349459,51.6739,7.816,18,30,1.0,0.4,40.0
Saarbrücken,saarbrücken,2024-01-04,2026-01-12 15:55:25.142459,49.2402,7.0097,26,35,0.996088,0.2571428571428571,25.71428571428571
Mülheim an der Ruhr,mülheim,2024-01-04,2026-01-12 15:55:26.094460,51.4314,6.8807,33,41,1.0,0.19512195121951215,19.512195121951216
Potsdam,potsdam,2024-01-04,2026-01-12 15:55:26.815459,52.3906,13.0645,16,21,1.0,0.23809523809523814,23.809523809523814
Ludwigshafen,ludwigshafen,2024-01-04,2026-01-12 15:55:27.491959,49.4812,8.4462,11,21,1.0,0.47619047619047616,47.61904761904761
Oldenburg,oldenburg,2024-01-04,2026-01-12 15:55:28.262959,53.1435,8.2146,24,24,1.0,0.0,0.0
Leverkusen,leverkusen,2024-01-04,2026-01-12 15:55:29.095460,51.0303,6.9843,21,30,1.0,0.30000000000000004,30.000000000000004
Osnabrück,osnabrück,2024-01-04,2026-01-12 15:55:29.847960,52.2799,8.0472,25,36,1.0,0.3055555555555556,30.555555555555557
Solingen,solingen,2024-01-04,2026-01-12 15:55:30.553959,51.1714,7.0833,15,35,1.0,0.5714285714285714,57.14285714285714
Heidelberg,heidelberg,2024-01-04,2026-01-12 15:55:31.258459,49.3988,8.6724,30,43,1.0,0.3023255813953488,30.23255813953488
Herne,herne,2024-01-04,2026-01-12 15:55:32.262958,51.5369,7.226,31,38,0.994525,0.1842105263157895,18.42105263157895
Neuss,neuss,2024-01-04,2026-01-12 15:55:33.088959,51.2042,6.6879,31,40,1.0,0.22499999999999998,22.499999999999996
Darmstadt,darmstadt,2024-01-04,2026-01-12 15:55:33.782459,49.8728,8.6512,35,35,1.0,0.0,0.0
Paderborn,paderborn,2024-01-04,2026-01-12 15:55:34.432459,51.7189,8.757,26,32,1.0,0.1875,18.75
Regensburg,regensburg,2024-01-04,2026-01-12 15:55:35.222959,49.0134,12.1016,24,24,1.0,0.0,0.0
Ingolstadt,ingolstadt,2024-01-04,2026-01-12 15:55:35.939459,48.7665,11.4258,20,33,1.0,0.3939393939393939,39.39393939393939
Würzburg,würzburg,2024-01-04,2026-01-12 15:55:36.627458,49.7913,9.9534,29,38,0.943983,0.23684210526315785,23.684210526315784
Fürth,fürth,2024-01-04,2026-01-12 15:55:37.408459,49.4771,10.9887,11,24,1.0,0.5416666666666667,54.16666666666667
Wolfsburg,wolfsburg,2024-01-04,2026-01-12 15:55:38.077960,52.4226,10.7865,39,47,1.0,0.17021276595744683,17.021276595744684
Offenbach,offenbach,2024-01-04,2026-01-12 15:55:38.720459,50.1036,8.766,15,22,1.0,0.31818181818181823,31.818181818181824
Ulm,ulm,2024-01-04,2026-01-12 15:55:39.396960,48.4011,9.9876,43,51,0.997971,0.1568627450980392,15.686274509803921
Heilbronn,heilbronn,2024-01-04,2026-01-12 15:55:40.083959,49.1427,9.2109,13,19,1.0,0.3157894736842105,31.57894736842105
Pforzheim,pforzheim,2024-01-04,2026-01-12 15:55:40.770959,48.8932,8.6919,37,37,1.0,0.0,0.0
Göttingen,göttingen,2024-01-04,2026-01-12 15:55:41.510459,51.5413,9.9158,56,60,0.86962,0.06666666666666665,6.666666666666665
Bottrop,bottrop,2024-01-04,2026-01-12 15:55:42.405959,51.5232,6.9253,30,39,1.0,0.23076923076923073,23.076923076923073
Trier,trier,2024-01-04,2026-01-12 15:55:43.123458,49.7499,6.6371,20,28,1.0,0.2857142857142857,28.57142857142857
Recklinghausen,recklinghausen,2024-01-04,2026-01-12 15:55:43.930459,51.6144,7.1979,15,25,1.0,0.4,40.0
Reutlingen,reutlingen,2024-01-04,2026-01-12 15:55:44.615510,48.4914,9.2115,22,30,1.0,0.2666666666666667,26.66666666666667
Bremerhaven,bremerhaven,2024-01-04,2026-01-12 15:55:45.380511,53.5396,8.5809,25,39,1.0,0.3589743589743589,35.89743589743589
Koblenz,koblenz,2024-01-04,2026-01-12 15:55:46.097879,50.3569,7.589,64,64,1.0,0.0,0.0
Bergisch Gladbach,bergisch_gladbach,2024-01-04,2026-01-12 15:55:46.787892,50.9916,7.1233,31,31,1.0,0.0,0.0
Jena,jena,2024-01-04,2026-01-12 15:55:47.430386,50.9271,11.5862,25,33,0.990993,0.24242424242424243,24.242424242424242
Remscheid,remscheid,2024-01-04,2026-01-12 15:55:48.091876,51.1784,7.1997,28,40,1.0,0.30000000000000004,30.000000000000004
Erlangen,erlangen,2024-01-04,2026-01-12 15:55:48.869886,49.5897,11.0039,36,41,1.0,0.12195121951219512,12.195121951219512
Moers,moers,2024-01-04,2026-01-12 15:55:49.610561,51.4514,6.6314,32,38,0.992653,0.1578947368421053,15.789473684210531
Siegen,siegen,2024-01-04,2026-01-12 15:55:50.316568,50.875,8.0167,16,21,0.76399,0.23809523809523814,23.809523809523814
Hildesheim,hildesheim,2024-01-04,2026-01-12 15:55:50.971061,52.1508,9.9513,13,28,1.0,0.5357142857142857,53.57142857142857
Salzgitter,salzgitter,2024-01-04,2026-01-12 15:55:51.677880,52.15,10.3333,21,30,1.0,0.30000000000000004,30.000000000000004
Berlin,berlin,2024-01-05,2026-01-12 15:55:52.355371,52.52,13.405,15,21,1.0,0.2857142857142857,28.57142857142857
Munich,munich,2024-01-05,2026-01-12 15:55:53.052877,48.1351,11.582,23,32,1.0,0.28125,28.125
Hamburg,hamburg,2024-01-05,2026-01-12 15:55:53.848532,53.5511,10.0,23,42,1.0,0.45238095238095233,45.238095238095234
Cologne,cologne,2024-01-05,2026-01-12 15:55:54.531534,50.9375,6.9603,29,36,1.0,0.19444444444444442,19.444444444444443
Frankfurt am Main,frankfurt,2024-01-05,2026-01-12 15:55:55.240032,50.1109,8.6821,20,27,1.0,0.2592592592592593,25.92592592592593
Stuttgart,stuttgart,2024-01-05,2026-01-12 15:55:55.978326,48.7758,9.1829,34,34,1.0,0.0,0.0
Düsseldorf,dusseldorf,2024-01-05,2026-01-12 15:55:56.693670,51.2277,6.7735,49,49,1.0,0.0,0.0
Dortmund,dortmund,2024-01-05,2026-01-12 15:55:57.375431,51.5136,7.4653,18,27,1.0,0.33333333333333337,33.333333333333336
Essen,essen,2024-01-05,2026-01-12 15:55:58.049776,51.4556,7.0116,25,34,0.945023,0.2647058823529411,26.470588235294112
Leipzig,leipzig,2024-01-05,2026-01-12 15:55:58.815976,51.3397,12.3731,23,32,1.0,0.28125,28.125
Bremen,bremen,2024-01-05,2026-01-12 15:55:59.516022,53.0793,8.8017,18,22,1.0,0.18181818181818177,18.181818181818176
Dresden,dresden,2024-01-05,2026-01-12 15:56:00.195015,51.0504,13.7373,17,23,0.996895,0.26086956521739135,26.086956521739136
Hanover,hanover,2024-01-05,2026-01-12 15:56:00.846522,52.3759,9.732,24,24,1.0,0.0,0.0
Nuremberg,nuremberg,2024-01-05,2026-01-12 15:56:01.549192,49.4521,11.0767,22,30,1.0,0.2666666666666667,26.66666666666667
Duisburg,duisburg,2024-01-05,2026-01-12 15:56:02.240109,51.4344,6.7623,25,34,0.999021,0.2647058823529411,26.470588235294112
Bochum,bochum,2024-01-05,2026-01-12 15:56:02.882244,51.4818,7.2162,11,19,1.0,0.42105263157894735,42.10526315789473
Wuppertal,wuppertal,2024-01-05,2026-01-12 15:56:03.532888,51.2562,7.1508,31,41,1.0,0.24390243902439024,24.390243902439025
Bielefeld,bielefeld,2024-01-05,2026-01-12 15:56:04.195026,52.02,8.5325,17,24,0.996667,0.29166666666666663,29.166666666666664
Bonn,bonn,2024-01-05,2026-01-12 15:56:04.907807,50.7374,7.0982,18,24,1.0,0.25,25.0
Münster,munster,2024-01-05,2026-01-12 15:56:05.577293,51.9607,7.6261,23,31,1.0,0.25806451612903225,25.806451612903224
Karlsruhe,karlsruhe,2024-01-05,2026-01-12 15:56:06.266456,49.0069,8.4037,16,20,0.98,0.19999999999999996,19.999999999999996
Mannheim,mannheim,2024-01-05,2026-01-12 15:56:06.965431,49.4875,8.466,16,26,0.997283,0.3846153846153846,38.46153846153846
Augsburg,augsburg,2024-01-05,2026-01-12 15:56:07.685097,48.3668,10.8987,24,33,1.0,0.2727272727272727,27.27272727272727
Wiesbaden,wiesbaden,2024-01-05,2026-01-12 15:56:08.345647,50.0782,8.2398,14,24,1.0,0.41666666666666663,41.666666666666664
Gelsenkirchen,gelsenkirchen,2024-01-05,2026-01-12 15:56:09.068589,51.5177,7.0857,27,38,1.0,0.2894736842105263,28.947368421052634
Mönchengladbach,mönchengladbach,2024-01-05,2026-01-12 15:56:09.752383,51.1805,6.4428,22,33,1.0,0.33333333333333337,33.333333333333336
Braunschweig,braunschweig,2024-01-05,2026-01-12 15:56:10.431547,52.2689,10.5268,15,19,1.0,0.21052631578947367,21.052631578947366
Chemnitz,chemnitz,2024-01-05,2026-01-12 15:56:11.092176,50.8278,12.9214,18,24,1.0,0.25,25.0
Kiel,kiel,2024-01-05,2026-01-12 15:56:11.812802,54.3233,10.1394,21,27,0.97,0.2222222222222222,22.22222222222222
Aachen,aachen,2024-01-05,2026-01-12 15:56:12.505120,50.7753,6.0839,14,19,0.953033,0.26315789473684215,26.315789473684216
Halle,halle,2024-01-05,2026-01-12 15:56:13.164211,51.4826,11.9692,13,54,1.0,0.7592592592592593,75.92592592592592
Magdeburg,magdeburg,2024-01-05,2026-01-12 15:56:13.873303,52.1205,11.6276,17,28,0.921919,0.3928571428571429,39.28571428571429
Freiburg,freiburg,2024-01-05,2026-01-12 15:56:14.545959,47.9978,7.8427,29,29,1.0,0.0,0.0
Krefeld,krefeld,2024-01-05,2026-01-12 15:56:15.244861,51.3392,6.5861,18,30,0.996305,0.4,40.0
Lübeck,lübeck,2024-01-05,2026-01-12 15:56:15.945487,53.8655,10.6866,18,27,0.949252,0.33333333333333337,33.333333333333336
Oberhausen,oberhausen,2024-01-05,2026-01-12 15:56:16.630876,51.473,6.8807,27,35,0.943381,0.22857142857142854,22.857142857142854
Erfurt,erfurt,2024-01-05,2026-01-12 15:56:17.333996,50.9848,11.0299,25,33,1.0,0.24242424242424243,24.242424242424242
Mainz,mainz,2024-01-05,2026-01-12 15:56:18.041170,50.0012,8.2763,23,23,1.0,0.0,0.0
Rostock,rostock,2024-01-05,2026-01-12 15:56:18.797166,54.0924,12.0991,40,49,1.0,0.18367346938775508,18.36734693877551
Kassel,kassel,2024-01-05,2026-01-12 15:56:19.513880,51.3127,9.4797,28,35,1.0,0.19999999999999996,19.999999999999996
Hagen,hagen,2024-01-05,2026-01-12 15:56:20.193347,51.3671,7.4633,28,37,0.986176,0.2432432432432432,24.32432432432432
Hamm,hamm,2024-01-05,2026-01-12 15:56:20.845404,51.6739,7.816,18,30,1.0,0.4,40.0
Saarbrücken,saarbrücken,2024-01-05,2026-01-12 15:56:21.590580,49.2402,7.0097,26,35,0.994447,0.2571428571428571,25.71428571428571
Mülheim an der Ruhr,mülheim,2024-01-05,2026-01-12 15:56:22.304813,51.4314,6.8807,33,41,1.0,0.19512195121951215,19.512195121951216
Potsdam,potsdam,2024-01-05,2026-01-12 15:56:23.010139,52.3906,13.0645,16,21,1.0,0.23809523809523814,23.809523809523814
Ludwigshafen,ludwigshafen,2024-01-05,2026-01-12 15:56:23.738321,49.4812,8.4462,11,20,1.0,0.44999999999999996,44.99999999999999
Oldenburg,oldenburg,2024-01-05,2026-01-12 15:56:24.390278,53.1435,8.2146,20,25,1.0,0.19999999999999996,19.999999999999996
Leverkusen,leverkusen,2024-01-05,2026-01-12 15:56:25.115959,51.0303,6.9843,20,30,1.0,0.33333333333333337,33.333333333333336
Osnabrück,osnabrück,2024-01-05,2026-01-12 15:56:25.813147,52.2799,8.0472,27,36,1.0,0.25,25.0
Solingen,solingen,2024-01-05,2026-01-12 15:56:26.482022,51.1714,7.0833,15,36,1.0,0.5833333333333333,58.33333333333333
Heidelberg,heidelberg,2024-01-05,2026-01-12 15:56:27.139856,49.3988,8.6724,32,42,1.0,0.23809523809523814,23.809523809523814
Herne,herne,2024-01-05,2026-01-12 15:56:27.823863,51.5369,7.226,31,39,0.994596,0.20512820512820518,20.512820512820518
Neuss,neuss,2024-01-05,2026-01-12 15:56:28.566683,51.2042,6.6879,30,39,1.0,0.23076923076923073,23.076923076923073
Darmstadt,darmstadt,2024-01-05,2026-01-12 15:56:29.413178,49.8728,8.6512,35,35,1.0,0.0,0.0
Paderborn,paderborn,2024-01-05,2026-01-12 15:56:30.149875,51.7189,8.757,26,32,1.0,0.1875,18.75
Regensburg,regensburg,2024-01-05,2026-01-12 15:56:30.855872,49.0134,12.1016,24,24,1.0,0.0,0.0
Ingolstadt,ingolstadt,2024-01-05,2026-01-12 15:56:31.593510,48.7665,11.4258,20,32,1.0,0.375,37.5
Würzburg,würzburg,2024-01-05,2026-01-12 15:56:32.261580,49.7913,9.9534,29,37,0.94095,0.21621621621621623,21.62162162162162
Fürth,fürth,2024-01-05,2026-01-12 15:56:33.012433,49.4771,10.9887,13,23,1.0,0.4347826086956522,43.47826086956522
Wolfsburg,wolfsburg,2024-01-05,2026-01-12 15:56:33.769429,52.4226,10.7865,39,47,1.0,0.17021276595744683,17.021276595744684
Offenbach,offenbach,2024-01-05,2026-01-12 15:56:34.487928,50.1036,8.766,17,23,1.0,0.26086956521739135,26.086956521739136
Ulm,ulm,2024-01-05,2026-01-12 15:56:35.191624,48.4011,9.9876,44,52,0.99902,0.15384615384615385,15.384615384615385
Heilbronn,heilbronn,2024-01-05,2026-01-12 15:56:35.895616,49.1427,9.2109,13,19,1.0,0.3157894736842105,31.57894736842105
Pforzheim,pforzheim,2024-01-05,2026-01-12 15:56:36.565113,48.8932,8.6919,37,37,1.0,0.0,0.0
Göttingen,göttingen,2024-01-05,2026-01-12 15:56:37.305620,51.5413,9.9158,56,60,0.872055,0.06666666666666665,6.666666666666665
Bottrop,bottrop,2024-01-05,2026-01-12 15:56:38.039113,51.5232,6.9253,30,39,1.0,0.23076923076923073,23.076923076923073
Trier,trier,2024-01-05,2026-01-12 15:56:38.723123,49.7499,6.6371,21,28,1.0,0.25,25.0
Recklinghausen,recklinghausen,2024-01-05,2026-01-12 15:56:39.438441,51.6144,7.1979,16,25,1.0,0.36,36.0
Reutlingen,reutlingen,2024-01-05,2026-01-12 15:56:40.136944,48.4914,9.2115,21,30,1.0,0.30000000000000004,30.000000000000004
Bremerhaven,bremerhaven,2024-01-05,2026-01-12 15:56:40.878813,53.5396,8.5809,26,39,1.0,0.33333333333333337,33.333333333333336
Koblenz,koblenz,2024-01-05,2026-01-12 15:56:41.612294,50.3569,7.589,64,64,1.0,0.0,0.0
Bergisch Gladbach,bergisch_gladbach,2024-01-05,2026-01-12 15:56:42.309793,50.9916,7.1233,24,31,1.0,0.22580645161290325,22.580645161290324
Jena,jena,2024-01-05,2026-01-12 15:56:43.037438,50.9271,11.5862,25,33,0.990993,0.24242424242424243,24.242424242424242
Remscheid,remscheid,2024-01-05,2026-01-12 15:56:43.732635,51.1784,7.1997,27,41,1.0,0.3414634146341463,34.14634146341463
Erlangen,erlangen,2024-01-05,2026-01-12 15:56:44.420140,49.5897,11.0039,35,42,1.0,0.16666666666666663,16.666666666666664
Moers,moers,2024-01-05,2026-01-12 15:56:45.117176,51.4514,6.6314,33,38,0.993666,0.13157894736842102,13.157894736842103
Siegen,siegen,2024-01-05,2026-01-12 15:56:45.830429,50.875,8.0167,16,21,0.766219,0.23809523809523814,23.809523809523814
Hildesheim,hildesheim,2024-01-05,2026-01-12 15:56:46.485442,52.1508,9.9513,13,28,1.0,0.5357142857142857,53.57142857142857
Salzgitter,salzgitter,2024-01-05,2026-01-12 15:56:47.251125,52.15,10.3333,20,30,1.0,0.33333333333333337,33.333333333333336
Berlin,berlin,2024-01-06,2026-01-12 15:56:48.012999,52.52,13.405,15,21,1.0,0.2857142857142857,28.57142857142857
Munich,munich,2024-01-06,2026-01-12 15:56:48.687121,48.1351,11.582,22,31,1.0,0.29032258064516125,29.032258064516125
Hamburg,hamburg,2024-01-06,2026-01-12 15:56:49.371743,53.5511,10.0,23,42,1.0,0.45238095238095233,45.238095238095234
Cologne,cologne,2024-01-06,2026-01-12 15:56:50.073122,50.9375,6.9603,29,36,1.0,0.19444444444444442,19.444444444444443
Frankfurt am Main,frankfurt,2024-01-06,2026-01-12 15:56:50.731319,50.1109,8.6821,20,27,1.0,0.2592592592592593,25.92592592592593
Stuttgart,stuttgart,2024-01-06,2026-01-12 15:56:51.439882,48.7758,9.1829,26,34,1.0,0.23529411764705888,23.529411764705888
Düsseldorf,dusseldorf,2024-01-06,2026-01-12 15:56:52.118098,51.2277,6.7735,49,49,1.0,0.0,0.0
Dortmund,dortmund,2024-01-06,2026-01-12 15:56:52.847014,51.5136,7.4653,19,27,1.0,0.2962962962962963,29.629629629629626
Essen,essen,2024-01-06,2026-01-12 15:56:53.519014,51.4556,7.0116,25,34,0.94338,0.2647058823529411,26.470588235294112
Leipzig,leipzig,2024-01-06,2026-01-12 15:56:54.245513,51.3397,12.3731,23,32,1.0,0.28125,28.125
Bremen,bremen,2024-01-06,2026-01-12 15:56:54.925041,53.0793,8.8017,23,23,1.0,0.0,0.0
Dresden,dresden,2024-01-06,2026-01-12 15:56:55.580541,51.0504,13.7373,16,22,1.0,0.2727272727272727,27.27272727272727
Hanover,hanover,2024-01-06,2026-01-12 15:56:56.230539,52.3759,9.732,18,23,1.0,0.21739130434782605,21.739130434782606
Nuremberg,nuremberg,2024-01-06,2026-01-12 15:56:56.890039,49.4521,11.0767,22,30,1.0,0.2666666666666667,26.66666666666667
Duisburg,duisburg,2024-01-06,2026-01-12 15:56:57.578041,51.4344,6.7623,26,34,1.0,0.23529411764705888,23.529411764705888
Bochum,bochum,2024-01-06,2026-01-12 15:56:58.281390,51.4818,7.2162,11,19,1.0,0.42105263157894735,42.10526315789473
Wuppertal,wuppertal,2024-01-06,2026-01-12 15:56:59.008887,51.2562,7.1508,30,41,1.0,0.2682926829268293,26.82926829268293
Bielefeld,bielefeld,2024-01-06,2026-01-12 15:56:59.681888,52.02,8.5325,17,23,0.996667,0.26086956521739135,26.086956521739136
Bonn,bonn,2024-01-06,2026-01-12 15:57:00.371189,50.7374,7.0982,18,24,1.0,0.25,25.0
